TxnID,token,TransactionType,amount,SenderID,PrevBalanceSender,CurrentBalanceSender,ReceiverID,PrevBalanceReceiver,CurrentBalanceReceiver,time,Sender Location,Receiver Location,IsSuspicious,
57372328761,353,Cash Withdrawal,104974.34,UR18971234482,56780,0,UR32948174565,0,104974.34,31-05-2019 17:14,Volga - Iowa,Looneyville - West Virginia,0,20
41588556865,186,Card,46353.96,UR12471070494,118684,72330.04,UR41901580737,0,0,24-05-2019 18:41,Picatinny Arsenal - New Jersey,Lewistown - Pennsylvania,0,86
28783139382,188,Cash Deposit,52384.08,UR43073357730,15092,67476.08,UR18523621838,370690.21,318306.13,24-05-2019 20:45,Tigrett - Tennessee,Gentry - Missouri,0,43
35838633326,144,Cash Withdrawal,302705.87,UR42237440147,0,0,UR30858429955,NA,1262285.56,23-05-2019 00:05,Ewen - Michigan,Warren - Ohio,0,89
55856930100,180,Cash Withdrawal,346912.05,UR23648568886,66,0,UR23097906568,NA,1330562.64,24-05-2019 12:17,Winchendon Springs - Massachusetts,Sophia - North Carolina,0,1
6671638455,331,Card,3552.89,UR13188844481,25755,22202.11,UR27051399320,0,0,30-05-2019 19:00,Rome - New York,NA,0,83
58307851553,323,Cash Withdrawal,678550.41,UR35875245378,0,0,UR36047729941,1411421.97,2089972.37,30-05-2019 11:36,Great Neck - New York,Fayette - Mississippi,0,21
25213098952,350,Cash Deposit,225025.18,UR35974537987,6359399.23,6584424.41,UR21672657925,458370.84,233345.66,31-05-2019 14:31,Washington - Missouri,Anguilla - Mississippi,0,84
8153589636,308,Card,25901.26,UR18297108500,0,0,UR37092523382,0,0,29-05-2019 20:42,Alburnett - Iowa,La Rose - Illinois,0,40
52289333152,251,Money Order,82112.74,UR30183616780,82112.74,0,UR16043811269,0,0,27-05-2019 11:44,Danville - Pennsylvania,Lumberton - Mississippi,1,86
4627647852,44,Cash Deposit,115910.72,UR36396729230,6620,122530.72,UR36649009963,156194.87,40284.15,18-05-2019 20:48,Camuy - Puerto Rico,Orangeburg - South Carolina,0,41
14058111047,278,Card,4553.27,UR17970755477,0,0,UR21970540848,0,0,28-05-2019 14:50,Stevenson - Maryland,Aguadilla - Puerto Rico,0,98
70110376678,584,Cash Withdrawal,223536.23,UR38840261440,0,0,UR33809365747,2851921.01,3075457.24,10-06-2019 08:41,Escatawpa - Mississippi,Caliente - Nevada,0,45
7689578470,252,Cash Withdrawal,223405.31,UR42010084883,0,0,UR26486049836,703382.2,1131806.21,27-05-2019 12:02,Creve Coeur - Illinois,North Lewisburg - Ohio,0,29
37307723969,652,Cash Withdrawal,2911505.23,UR19519877834,2911505.23,0,UR39342383422,474059.17,3385564.4,13-06-2019 04:56,Danville - Pennsylvania,Lumberton - Mississippi,1,15
16791247484,378,Cash Deposit,21169.05,UR33027009887,5198914.43,5220083.48,UR35000302429,3318069.64,3296900.59,01-06-2019 18:23,Dixon - Montana,NA,0,39
70495080355,23,Card,18432.87,UR39769849285,72167.5,53734.64,UR15603304322,0,0,17-05-2019 23:13,Big Rock - Virginia,Oxford - Nebraska,0,79
35578698274,51,Money Order,1170282.92,UR15928172244,1170282.92,0,UR20069689541,0,0,19-05-2019 03:15,Danville - Pennsylvania,Lumberton - Mississippi,1,42
18451042586,22,Card,2939.64,UR42795646130,28810.77,25871.13,UR30127838733,0,0,17-05-2019 22:18,Tchula - Mississippi,Ocean Springs - Mississippi,0,28
10707171394,20,Card,7018.36,UR39080839799,10039.85,3021.5,UR33663464806,0,0,17-05-2019 20:48,Myrtle - Mississippi,New Bedford - Massachusetts,0,63
18778171164,256,Cash Withdrawal,160453.34,UR34731824808,0,0,UR24747243901,1201081.87,1361535.22,27-05-2019 16:12,Windsor - Connecticut,Enka - North Carolina,0,82
23590614662,228,Cash Withdrawal,216585.72,UR28227094903,0,0,UR24982867800,7410416.95,7627002.67,26-05-2019 12:23,South Plymouth - New York,Fort Lauderdale - Florida,0,68
54896838231,326,Cash Withdrawal,5157.41,UR14149068462,51731,46573.59,UR29752392305,1505643.55,1510800.95,30-05-2019 14:39,Spring Grove - Minnesota,NA,0,8
60004228918,309,Cash Withdrawal,543530.5,UR29278087097,0,0,UR25825423835,7526404.01,8069934.51,29-05-2019 21:34,Dow - Illinois,Silvis - Illinois,0,59
802764829,225,Cash Withdrawal,145442.39,UR40179937082,0,0,UR31415680917,12417786.84,12563229.23,26-05-2019 09:05,Gilman - Iowa,Osceola - Iowa,0,1
25669593266,259,Cash Withdrawal,144606.59,UR25683117452,0,0,UR12320417681,319264.5,463871.08,27-05-2019 19:44,Ballston Spa - New York,Anaheim - California,0,71
62759844126,382,Cash Withdrawal,190687.14,UR31696648061,203740,13052.86,UR20010700655,269867.32,460554.46,01-06-2019 22:40,Toa Baja - Puerto Rico,Imlay - Nevada,0,85
50976095030,212,Cash Deposit,101625.8,UR15886259096,8679252.22,8780878.02,UR21078527436,576406.02,474780.22,25-05-2019 20:06,North Bennington - Vermont,Litchfield - Minnesota,0,20
59112718987,140,Cash Deposit,138634.91,UR23661588314,1972921.25,2111556.16,UR34617371773,264049.76,125414.85,22-05-2019 20:25,Massapequa Park - New York,NA,0,39
59585567888,621,Cash Withdrawal,2060748.45,UR23338601536,2060748.45,0,UR29178838753,NA,2060748.45,11-06-2019 21:44,Danville - Pennsylvania,Lumberton - Mississippi,1,2
66621483313,237,Cash Withdrawal,38328.6,UR38257324846,51818,13489.4,UR31266698129,0,38328.6,26-05-2019 21:38,Margarettsville - North Carolina,Cornish - Maine,0,68
54687788886,182,Card,5234.61,UR41400770899,0,0,UR22879326685,0,0,24-05-2019 14:22,Barnard - Missouri,Middleburg - Pennsylvania,0,91
14893682947,229,Money Order,38580.45,UR37637289534,38580.45,0,UR15039658502,0,0,26-05-2019 13:21,Danville - Pennsylvania,Lumberton - Mississippi,1,2
56582041979,154,Cash Deposit,98414.37,UR36358832414,637,99051.37,UR26387628595,0,0,23-05-2019 10:50,Roseville - California,Henrico - Virginia,0,82
7430689819,14,Cash Deposit,136052.05,UR28743806359,53186,189238.05,UR34754998298,590700.5,724417.6,17-05-2019 14:37,Guaynabo - Puerto Rico,Elwood - Indiana,0,36
32414556002,492,Money Order,38979.69,UR18058904292,0,0,UR26218842831,3860601.02,3899580.71,06-06-2019 12:46,NA,La Grange - Illinois,0,82
20783125217,157,Cash Withdrawal,112810.23,UR21669580208,346995,234184.77,UR24262323296,463564.08,576374.31,23-05-2019 13:01,Cromwell - Iowa,Ardenvoir - Washington,0,38
18761071220,137,Card,14058.6,UR27071237770,0,0,UR37693542921,0,0,22-05-2019 17:50,Caguas - Puerto Rico,Haviland - Kansas,0,48
44195448405,139,Cash Withdrawal,176566.47,UR15088331965,9367,0,UR26188639864,0,176566.47,22-05-2019 19:13,Washington - Washington - D.C.,Gerlaw - Illinois,0,100
57504118014,370,Card,5002.26,UR37479417973,21344,16341.74,UR33828436124,0,0,01-06-2019 10:33,Homer - Alaska,La Vista - Nebraska,0,27
54641243880,283,Cash Withdrawal,231442.47,UR29136817099,8027,0,UR27001733937,15689.37,247131.84,28-05-2019 19:42,Marysville - California,Oakland - Iowa,0,77
14736268583,566,Money Order,1828.6,UR28987607183,1828.6,0,UR13269341847,0,0,09-06-2019 14:37,Danville - Pennsylvania,Lumberton - Mississippi,1,75
53553670948,43,Money Order,893510.85,UR27208997001,4614,0,UR31316952171,1838245.89,2731756.74,18-05-2019 19:02,Kimberling City - Missouri,Franklin Square - New York,0,83
59525056762,377,Card,22328.42,UR22115961381,76230.96,53902.55,UR23280333776,0,0,01-06-2019 17:35,Mc Farland - California,NA,0,95
4584333488,163,Cash Withdrawal,170908.29,UR16402156004,0,0,UR31714619594,820545.23,1223528.82,23-05-2019 19:55,Vining - Iowa,NA,0,59
14300897069,406,Card,20532.08,UR39272586035,0,0,UR21800644476,0,0,02-06-2019 22:22,West Chatham - Massachusetts,Caguas - Puerto Rico,0,79
53163057571,330,Cash Deposit,56262.23,UR40713447673,10471,66733.23,UR38625278646,995232.86,938970.62,30-05-2019 18:06,Spring City - Utah,Crowell - Texas,0,91
43530020094,237,Card,10795.61,UR42804051050,220573.89,209778.28,UR36610592073,0,0,26-05-2019 21:32,Putnam - Connecticut,Badger - Minnesota,0,61
17932355605,350,Cash Withdrawal,173530.07,UR39690144901,10279,0,UR36219871024,315943.71,489473.78,31-05-2019 14:56,Patillas - Puerto Rico,Cynthiana - Indiana,0,27
5961568268,455,Card,13119.44,UR39089109898,248131,235011.56,UR33906468835,0,0,04-06-2019 23:12,New Richmond - Wisconsin,Etlan - Virginia,0,80
3521429713,279,Cash Withdrawal,98897.07,UR21803672873,98897.07,0,UR35751229766,497573.39,596470.46,28-05-2019 15:54,Danville - Pennsylvania,Lumberton - Mississippi,1,53
5189177079,234,Cash Deposit,32916.91,UR18593342182,4215447.47,4248364.38,UR20719057442,1142252.21,1109335.3,26-05-2019 18:07,South Byron - New York,Buffalo - South Dakota,0,15
13372784793,44,Cash Withdrawal,137420.48,UR24285003358,0,0,UR15422648306,524822.64,662243.13,18-05-2019 20:21,Maitland - Missouri,Brandamore - Pennsylvania,0,90
50493555111,154,Card,18063.79,UR19329117343,11971,0,UR23991498278,0,0,23-05-2019 10:57,NA,Advent - West Virginia,0,29
26747228984,169,Debit Card,1365.79,UR14419950579,166,0,UR17198107825,1739322.19,1740687.98,24-05-2019 01:15,Guaynabo - Puerto Rico,Harrison - Ohio,0,83
20726090875,8,Money Order,858733.8,UR14000181304,1220989.75,362255.94,UR32678880739,1422850.48,2525331.77,17-05-2019 08:30,Humacao - Puerto Rico,Brunswick - North Carolina,0,11
18014953792,469,Card,16629.42,UR40042102472,183709,167079.58,UR33906638527,0,0,05-06-2019 13:53,Picatinny Arsenal - New Jersey,Williamstown - Vermont,0,29
30580096354,230,Card,38916.95,UR25183141252,59680,20763.05,UR18524638885,0,0,26-05-2019 14:29,Mc Arthur - Ohio,West Sacramento - California,0,73
66143450219,17,Cash Withdrawal,168839.96,UR27711335575,22212,0,UR16824500989,1047774.78,1174784.85,17-05-2019 17:03,Lyman - Washington,Massapequa Park - New York,0,60
28232271087,38,Money Order,1165274.08,UR15427565494,0,0,UR22443897348,1825997.58,2991271.67,18-05-2019 14:54,Sylvania - Pennsylvania,Burlington - Maine,0,90
38813381827,380,Cash Withdrawal,154136.43,UR26416963979,0,0,UR12922386913,744226.41,898362.84,01-06-2019 20:46,Fort Washakie - Wyoming,Alexander - Illinois,0,26
35137832207,258,Cash Withdrawal,225413.47,UR18090990512,0,0,UR40537514990,2570973.11,2796386.58,27-05-2019 18:16,South Kortright - New York,Smyer - Texas,0,46
22280976192,372,Cash Withdrawal,209176.37,UR36231376699,10545,0,UR19700077577,0,209176.37,01-06-2019 12:06,Stewart - Mississippi,Chagrin Falls - Ohio,0,19
20180109267,395,Money Order,1570270.84,UR42645568927,0,0,UR37089718867,1837723.54,3407994.38,02-06-2019 11:31,Priddy - Texas,Suffern - New York,0,72
54498314460,277,Card,8249.83,UR13164980667,50838,42588.17,UR32801071509,0,0,28-05-2019 13:55,Lake Zurich - Illinois,Dover AFB - Delaware,0,88
11045117171,201,Card,4104.08,UR13711557626,516,0,UR41204928451,0,0,25-05-2019 09:28,Gleneden Beach - Oregon,Happy Valley - Oregon,0,18
11000326599,185,Cash Deposit,104665.25,UR18841504474,2873853.67,2978518.92,UR26245450757,674532.74,569867.49,24-05-2019 17:11,Turtle Creek - Pennsylvania,Anasco - Puerto Rico,0,57
49774883205,300,Card,19804.36,UR13874100741,0,0,UR22546655123,0,0,29-05-2019 12:07,Haines - Alaska,Linwood - Nebraska,0,23
33960196577,11,Cash Withdrawal,332347.92,UR14443980914,102707,0,UR22684063362,543397.3,1213812.48,17-05-2019 11:39,Moriah - New York,Independence - Ohio,0,19
59102916571,132,Cash Withdrawal,107390.12,UR35680552062,0,0,UR29886380188,1799412.78,1906802.9,22-05-2019 12:58,San Luis - Colorado,Lee - Massachusetts,0,95
33955740921,283,Cash Withdrawal,200137.03,UR33600653274,22435,0,UR33858458453,191273.85,391410.88,28-05-2019 19:05,Wayland - Massachusetts,Nutley - New Jersey,0,24
44288904285,156,Card,40820.16,UR41899911852,0,0,UR40093656041,0,0,23-05-2019 12:53,Otis Orchards - Washington,Rectortown - Virginia,0,50
41770645091,201,Card,13448.09,UR32798419816,19415,5966.91,UR13429951576,0,0,25-05-2019 09:42,Depauw - Indiana,Melvin - Iowa,0,38
18572946626,187,Money Order,50297.92,UR14438991750,0,0,UR27832642160,NA,498534.58,24-05-2019 19:34,Mena - Arkansas,Orangeville - Illinois,0,97
26632989152,249,Money Order,3138.25,UR15792823018,3138.25,0,UR18629180500,0,0,27-05-2019 09:59,Danville - Pennsylvania,Lumberton - Mississippi,1,57
55390860818,394,Card,8896.59,UR34832328863,666,0,UR20875630705,0,0,02-06-2019 10:35,Republican City - Nebraska,Audubon - Iowa,0,74
13686426450,299,Card,18436.23,UR16995830109,0,0,UR39445865553,0,0,29-05-2019 11:20,Hampton Bays - New York,Somers - New York,0,99
15103813397,322,Card,1414.29,UR33627304303,0,0,UR27577674796,0,0,30-05-2019 10:01,Coto Laurel - Puerto Rico,Brogue - Pennsylvania,0,25
32823787176,262,Cash Withdrawal,48007.42,UR38033168351,43146,0,UR36774649149,6605.13,54612.55,27-05-2019 22:34,Budd Lake - New Jersey,Leonard - Minnesota,0,2
68228005101,232,Card,11542.7,UR16079656159,31224,19681.3,UR18858891846,0,0,26-05-2019 16:10,Woodbine - Iowa,Beaver Falls - Pennsylvania,0,86
14889196187,13,Card,12671.86,UR20072805950,0,0,UR39286758714,0,0,17-05-2019 13:35,Endicott - New York,Purlear - North Carolina,0,25
22026819181,256,Cash Deposit,77414.26,UR42812838477,9083014.07,9160428.33,UR23148536093,269843.8,192429.54,27-05-2019 16:11,Pittsburgh - Pennsylvania,Long Branch - Texas,0,92
14927983303,251,Cash Withdrawal,183407.7,UR16095257745,2020,0,UR12196689709,256530.71,439938.41,27-05-2019 11:05,Amado - Arizona,Caguas - Puerto Rico,0,75
47621204419,373,Cash Withdrawal,184160.18,UR38235349204,0,0,UR23314310193,298616.47,482776.64,01-06-2019 13:37,Rockwood - Illinois,Luray - Virginia,0,55
66216608688,203,Card,4499.76,UR20439327569,39881,35381.24,UR21290833740,0,0,25-05-2019 11:42,Ringgold - Louisiana,Baytown - Texas,0,58
38731630551,40,Cash Withdrawal,7887.75,UR17083404370,7887.75,0,UR16717263253,0,7887.75,18-05-2019 16:24,Danville - Pennsylvania,Lumberton - Mississippi,1,54
58444043841,354,Card,26991.98,UR37453303938,0,0,UR30702569818,0,0,31-05-2019 18:56,Welches - Oregon,NA,0,83
54013743737,6,Money Order,17246,UR25355668325,17246,0,UR18634158584,0,101717.84,17-05-2019 06:12,NA,Lumberton - Mississippi,1,25
5543591888,136,Card,28242.78,UR12956675398,56389,28146.22,UR13127275269,0,0,22-05-2019 16:46,Hoquiam - Washington,Mulberry - Tennessee,0,12
64968850142,234,Cash Withdrawal,158087.37,UR42914776915,0,0,UR24489546772,1323371.91,1481459.28,26-05-2019 18:36,Walterville - Oregon,Washington - Washington - D.C.,0,24
2459562924,49,Card,3480.35,UR28592152251,63862,60381.65,UR30131075732,0,0,19-05-2019 01:10,Merton - Wisconsin,Utuado - Puerto Rico,0,19
26086071085,550,Money Order,1613281.82,UR17120786977,1613281.82,0,UR17552113366,0,0,08-06-2019 22:07,Danville - Pennsylvania,Lumberton - Mississippi,1,89
1236958011,155,Cash Deposit,259808.2,UR41154522439,5088,264896.2,UR25383962740,0,0,23-05-2019 11:04,Pearce - Arizona,Reserve - New Mexico,0,82
53510724320,326,Card,28875.02,UR36435897525,150700.18,121825.16,UR20674326085,0,0,30-05-2019 14:32,Warner Robins - Georgia,Roslyn Heights - New York,0,13
37905947596,7,Money Order,57573.06,UR23899512997,122,0,UR24764851444,77477.85,27964.11,17-05-2019 07:03,Readsboro - Vermont,Laurel - Mississippi,0,20
19668274256,634,Cash Withdrawal,215299.28,UR33446414472,215299.28,0,UR21726360460,625774.78,841074.06,12-06-2019 10:15,Danville - Pennsylvania,Lumberton - Mississippi,1,55
7377298743,377,Card,12072.31,UR19118346630,55987.34,43915.03,UR25077247677,0,0,01-06-2019 17:18,Sterling - Oklahoma,East Branch - New York,0,44
57238458903,736,Cash Withdrawal,172915.56,UR15333012758,172915.56,0,UR15119158055,7674508.7,7847424.27,16-06-2019 16:06,Danville - Pennsylvania,Lumberton - Mississippi,1,12
53649425438,382,Money Order,342514.75,UR23303331015,30266,0,UR13447190600,50709.38,393224.12,01-06-2019 22:56,Pasadena - Maryland,Sugar Grove - West Virginia,0,74
70927892143,140,Money Order,306459.74,UR24310224166,0,0,UR42867188076,1232088.83,1538548.57,22-05-2019 20:40,Jenners - Pennsylvania,Mid Florida - Florida,0,83
71207320089,20,Cash Withdrawal,189937.9,UR33482569659,0,0,UR12124549491,8765685.51,10156531.51,17-05-2019 20:30,Hamilton - Michigan,Pedricktown - New Jersey,0,12
28439121033,281,Cash Deposit,78917.77,UR20095293984,3524278.74,3603196.52,UR31616151332,782270.84,703353.06,28-05-2019 17:25,Uniondale - New York,Mc Connell - Illinois,0,39
28799722275,330,Money Order,19692.68,UR33572452688,19692.68,0,UR30811251157,0,0,30-05-2019 18:15,Danville - Pennsylvania,Lumberton - Mississippi,1,2
48645595565,256,Card,30107.62,UR38389462989,33776,3668.38,UR35569732084,0,0,27-05-2019 16:46,Aberdeen - Washington,Selbyville - Delaware,0,35
5638934249,186,Cash Deposit,42557.61,UR31949213315,4431810.27,4474367.88,UR19305361097,1352244.48,1309686.87,24-05-2019 18:51,Hartleton - Pennsylvania,Phillipsburg - New Jersey,0,5
522988381,279,Cash Withdrawal,169069.38,UR25873643137,37555.55,0,UR21544279632,NA,2258735.54,28-05-2019 15:34,Brownwood - Missouri,North Little Rock - Arkansas,0,19
51510311222,185,Card,1746.89,UR38146596690,207573.5,205826.62,UR16710784637,0,0,24-05-2019 17:21,Free Union - Virginia,Knox - Indiana,0,54
63191721207,233,Cash Withdrawal,206406.7,UR23490909470,113307.61,0,UR23217064388,NA,1604984.08,26-05-2019 17:09,Long Beach - New York,Raymondville - Texas,0,77
19412312828,261,Card,4088.1,UR34975070865,9445,5356.9,UR29487016750,0,0,27-05-2019 21:03,Huntsburg - Ohio,Kurthwood - Louisiana,0,2
43625254715,19,Card,5416.56,UR33537903558,0,0,UR18621303809,NA,0,17-05-2019 19:47,NA,NA,0,23
36350584328,351,Card,17613.76,UR17175508943,99305,81691.24,UR20565419762,0,0,31-05-2019 15:32,Haynesville - Virginia,Kew Gardens - New York,0,20
52931939650,302,Cash Deposit,174335.47,UR34399954126,4949210.36,5123545.83,UR38888373818,434238.28,259902.81,29-05-2019 14:06,Charlotte - Michigan,Winter Garden - Florida,0,75
55241149465,380,Card,20545.76,UR34048314588,0,0,UR13282433144,0,0,01-06-2019 20:45,Fajardo - Puerto Rico,Mead - Oklahoma,0,31
24669789982,328,Money Order,364375.51,UR27847684520,364375.51,0,UR32918337468,0,0,30-05-2019 16:56,Danville - Pennsylvania,Lumberton - Mississippi,1,80
30380691245,184,Card,13196.29,UR24847009604,0,0,UR42290556191,0,0,24-05-2019 16:30,NA,Westminster - Colorado,0,98
67184303633,135,Cash Withdrawal,105464.5,UR14926190043,944329,838864.5,UR19960060509,3947841.2,4053305.7,22-05-2019 15:09,Oxford - Alabama,Angola - Indiana,0,77
697102408,250,Card,5658.47,UR40928652966,16052,10393.53,UR30016022547,0,0,27-05-2019 10:05,Empire - Colorado,Guayama - Puerto Rico,0,94
42994426978,18,Cash Withdrawal,41132.75,UR37344979125,356634.21,315501.46,UR39112225049,0,41132.75,17-05-2019 18:32,La Salle - Illinois,Las Vegas - Nevada,0,68
71202283597,332,Cash Withdrawal,106767.2,UR31046733808,180160,73392.8,UR34630092261,0,106767.2,30-05-2019 20:44,Shelton - Washington,O Fallon - Illinois,0,100
45754264403,741,Money Order,10000000,UR27828869678,15674547.89,5674547.89,UR19500783412,0,0,16-06-2019 21:11,Danville - Pennsylvania,Lumberton - Mississippi,1,13
3479676591,187,Cash Deposit,418198.02,UR33000778441,3011069.6,3429267.62,UR32775283473,1151730.07,733532.05,24-05-2019 19:10,Lanett - Alabama,Shelby - Alabama,0,88
923264781,265,Card,2634.21,UR42375505882,6450,3815.79,UR30290275651,0,0,28-05-2019 01:40,New Portland - Maine,North Las Vegas - Nevada,0,10
39980778955,136,Card,1984.31,UR24770396832,0,0,UR38100850047,0,0,22-05-2019 16:26,Delmar - Maryland,Braham - Minnesota,0,74
7517744416,349,Cash Deposit,66474.45,UR39087929244,1185518,1251992.46,UR20227091875,97963.26,31488.8,31-05-2019 13:30,Mosca - Colorado,Northville - Michigan,0,100
58387277712,172,Money Order,976830.22,UR25452958210,976830.22,0,UR23378344090,0,0,24-05-2019 04:53,NA,Lumberton - Mississippi,1,38
36612863416,36,Cash Deposit,205297.15,UR41484433415,100033,305330.15,UR41296965112,0,0,18-05-2019 12:43,Savannah - Georgia,Westgate - Iowa,0,94
60699022774,382,Money Order,5487146.4,UR16624974126,0,0,UR15733257366,6710179.1,12197325.49,01-06-2019 22:30,Danville - Pennsylvania,Loma Linda - California,0,35
5473202882,632,Money Order,82209.71,UR35523403892,82209.71,0,UR42247928701,NA,0,12-06-2019 08:54,Danville - Pennsylvania,Lumberton - Mississippi,1,83
64765616734,257,Card,2256.7,UR24264510350,52215,49958.3,UR30052735717,0,0,27-05-2019 17:57,Towner - North Dakota,Cambria Heights - New York,0,83
66378969135,687,Cash Withdrawal,398157.05,UR23504811776,398157.05,0,UR31667825776,703136.65,1101293.69,14-06-2019 15:24,Danville - Pennsylvania,Lumberton - Mississippi,1,0
3004416346,348,Cash Deposit,219415.99,UR12539598136,1502754.59,1722170.58,UR40906374302,256396.3,36980.31,31-05-2019 12:03,Ballston Spa - New York,NA,0,41
28210888532,398,Cash Deposit,134621.18,UR32072732709,30773,165394.18,UR18318109493,708414.52,573793.34,02-06-2019 14:40,Mead - Colorado,Steilacoom - Washington,0,24
9424261693,691,Cash Deposit,106137.28,UR41369097221,7853233.13,7959370.42,UR33360395088,150123.8,43986.52,14-06-2019 19:47,Burke - New York,Jacksonville Beach - Florida,0,14
42102251013,324,Cash Withdrawal,16709.25,UR20889535030,0,0,UR13341316890,NA,1580606.41,30-05-2019 12:55,Center Strafford - New Hampshire,Brewton - Alabama,0,91
65954943345,122,Money Order,994676.91,UR26562819517,994676.91,0,UR37705308621,0,0,22-05-2019 02:31,Danville - Pennsylvania,NA,1,9
18291467458,305,Cash Withdrawal,246897.69,UR41350298080,0,0,UR32126213328,909149.57,1156047.26,29-05-2019 17:40,Quincy - Massachusetts,Williamstown - Missouri,0,11
17688563593,182,Cash Deposit,69203.4,UR41131419696,16002,85205.4,UR43040138485,1520668.82,1451465.42,24-05-2019 14:12,Cleveland - Texas,Surprise - Arizona,0,72
69895970621,139,Cash Withdrawal,385491.23,UR26391646243,0,0,UR38017471638,1082942.13,2042321.75,22-05-2019 19:29,Elwin - Illinois,Westwood - Massachusetts,0,75
42866160635,277,Cash Withdrawal,95727.61,UR31265602667,40705,0,UR30085060084,0,95727.61,28-05-2019 13:44,Mount Morris - New York,Cherokee - Oklahoma,0,29
37912125748,594,Cash Deposit,81550.28,UR31324772839,2546225.87,2627776.15,UR33355967697,439077.23,357526.95,10-06-2019 18:51,East China - Michigan,NA,0,54
37782293570,379,Card,43214.73,UR30865579306,184432.19,141217.46,UR12341001899,0,0,01-06-2019 19:21,Gambier - Ohio,Tallula - Illinois,0,72
64986591898,35,Cash Deposit,185322.15,UR40989892997,46407,231729.15,UR27883178064,92512.56,0,18-05-2019 11:04,San Juan - Puerto Rico,Gig Harbor - Washington,0,97
58998486474,204,Cash Deposit,215235.93,UR25484916000,15929584.23,16144820.16,UR40627055156,699712.6,484476.67,25-05-2019 12:55,Walbridge - Ohio,Lexington - Illinois,0,82
52112171454,331,Card,2048.77,UR22196056614,106231.19,104182.41,UR21632212989,0,0,30-05-2019 19:33,Rockport - Indiana,Winnfield - Louisiana,0,17
39669565308,234,Card,28465.97,UR13961241951,149803,121337.03,UR21882240103,NA,0,26-05-2019 18:25,Casa - Arkansas,San Juan - Puerto Rico,0,2
65035835343,297,Cash Withdrawal,422758.26,UR26546055325,0,0,UR14411403947,1005452.68,1428210.94,29-05-2019 09:31,Bienville - Louisiana,NA,0,34
51858092501,402,Card,2539.61,UR14655080967,15236,12696.39,UR42996112512,0,0,02-06-2019 18:16,Ackerman - Mississippi,Lincoln - Michigan,0,24
48262558632,353,Money Order,1650256.77,UR23443220455,0,0,UR30091979983,2024401.55,3674658.32,31-05-2019 17:04,Pikeville - Kentucky,Downingtown - Pennsylvania,0,10
2654956626,190,Cash Deposit,155683.76,UR22888433534,0,155683.76,UR18369247936,2867007.79,2711324.03,24-05-2019 22:34,East Ellsworth - Wisconsin,Auxier - Kentucky,0,63
36872257401,181,Cash Withdrawal,162026.27,UR41489226296,0,0,UR42491738860,8587883.38,8749909.65,24-05-2019 13:29,Ponce De Leon - Florida,Rhinelander - Wisconsin,0,57
8623894453,348,Card,18309.91,UR38161596486,0,0,UR24925246028,0,0,31-05-2019 12:59,Whitestone - New York,Lutsen - Minnesota,0,3
32774796150,355,Cash Withdrawal,104534.03,UR32377432135,94731,0,UR39679605857,105736.13,210270.16,31-05-2019 19:56,Versailles - Missouri,Eau Galle - Wisconsin,0,10
23110169683,401,Cash Withdrawal,398295.54,UR20765492459,0,0,UR38388726635,1959438.39,4042898.88,02-06-2019 17:11,Aledo - Texas,Womelsdorf - Pennsylvania,0,79
10345645504,43,Card,7957.91,UR36459146002,21727,13769.09,UR34642520315,0,0,18-05-2019 19:32,NA,Le Roy - Illinois,0,22
1847041029,373,Card,2833.98,UR37113912493,0,0,UR21670493881,0,0,01-06-2019 13:02,Zamora - California,Manheim - Pennsylvania,0,96
45824544050,38,Card,9588.6,UR41692184121,601215.35,591626.74,UR41301310239,0,0,18-05-2019 14:00,NA,Huntington Station - New York,0,92
42454335959,402,Cash Deposit,230231.34,UR30980877065,4477777.76,4708009.09,UR31054138272,834063.4,603832.06,02-06-2019 18:50,Blanket - Texas,Brewster - Ohio,0,9
31041091932,573,Money Order,344235.54,UR18635532635,0,0,UR26943113561,9720280.39,10064515.93,09-06-2019 21:45,Aromas - California,Hiddenite - North Carolina,0,77
70361316027,177,Cash Withdrawal,22619.23,UR22008929766,338459,315839.77,UR35627411158,40567.92,63187.15,24-05-2019 09:17,Helena - Ohio,Lancaster - California,0,94
645432461,38,Cash Withdrawal,286421.23,UR23050333923,99907,0,UR42272679222,0,286421.23,18-05-2019 14:01,Bellevue - Kentucky,Fort Wingate - New Mexico,0,9
50155851590,394,Cash Withdrawal,26779.94,UR34374459687,0,0,UR28307797733,692900.76,719680.69,02-06-2019 10:53,Bonanza - Oregon,Kendallville - Indiana,0,59
35063369171,234,Card,15544.44,UR24983248347,30989.46,15445.02,UR28393033380,0,0,26-05-2019 18:27,Ashton - South Dakota,Taylors Falls - Minnesota,0,66
11902125077,42,Cash Withdrawal,170213.83,UR30113431488,859,0,UR25163871509,13489714.81,13659928.63,18-05-2019 18:15,Sevierville - Tennessee,Lake Junaluska - North Carolina,0,20
61604149771,402,Card,8974.65,UR17219330376,0,0,UR15575102858,0,0,02-06-2019 18:00,Sweet - Idaho,Reno - Nevada,0,40
69698161533,188,Cash Withdrawal,32002.31,UR14675149968,0,0,UR26135592542,1310185.08,1342187.39,24-05-2019 20:57,Teasdale - Utah,Balsam Lake - Wisconsin,0,65
24413418231,233,Cash Deposit,115079.86,UR22668695402,2542610.18,2657690.03,UR34393925771,NA,963560.23,26-05-2019 17:04,Bevier - Missouri,Douglassville - Pennsylvania,0,6
